영화제목,유통회사명,개봉일,총스크린수,관람인원수,장르,등급,네이버_평점,구글_평점,씨네21_평점,개봉년도,개봉월
버텨내고 존재하기,(주)엣나인필름,2023-11-01,28,1381,다큐멘터리,전체관람가,8.0,,6.0,2023,11
브루스 윌리스의 라스트 미션: 데이 투 다이,(주)무비다이브,2023-11-01,45,1379,액션,청소년관람불가,5.54,,,2023,11
화사한 그녀,"(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",2023-10-01,414,1278,코미디,12세이상관람가,7.66,,4.0,2023,10
레슬리에게,"(주)영화사 진진,(주)하이스트레인저",2023-11-01,32,1193,드라마,15세이상관람가,7.65,4.5,7.33,2023,11
너를 줍다,영화로운 형제,2023-11-01,28,1141,멜로/로맨스,12세이상관람가,8.0,,5.67,2023,11
사형에 이르는 병,"(주)태양미디어그룹,와이드 릴리즈(주)",2023-11-01,28,1124,미스터리,청소년관람불가,8.71,,5.67,2023,11
비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,씨제이 씨지브이(CJ CGV)(주),2023-11-01,30,1108,공연,전체관람가,,,,2023,11
치치핑핑의 쿵쿵따 탐험대,(주)에픽캔,2023-04-01,4,1066,공연,전체관람가,,,,2023,4
매트,시네마 뉴원,2023-11-01,9,1026,미스터리,12세이상관람가,10.0,,7.0,2023,11
바비,워너브러더스 코리아(주),2023-07-01,780,952,기타,12세이상관람가,8.29,2.8,5.5,2023,7
너를 부르는 시간,(주)박수엔터테인먼트,2023-11-01,36,926,멜로/로맨스,12세이상관람가,9.55,,5.0,2023,11
익스펜더블 4,"(주)올스타엔터테인먼트,(주)플레이그램",2023-10-01,634,919,액션,청소년관람불가,6.47,2.1,5.0,2023,10
크리에이터,월트디즈니컴퍼니코리아 유한책임회사,2023-10-01,878,899,SF,12세이상관람가,7.39,3.6,6.75,2023,10
달짝지근해: 7510,(주)마인드마크,2023-08-01,884,859,코미디,12세이상관람가,7.67,,6.5,2023,8
오펜하이머,유니버설픽쳐스인터내셔널 코리아(유),2023-08-01,1636,850,스릴러,15세이상관람가,8.53,3.7,8.4,2023,8
아워 프렌드,(주)디스테이션,2023-11-01,30,813,드라마,15세이상관람가,7.0,4.5,6.0,2023,11
붉은 장미의 추억,(주)프로젝트42,2023-11-01,5,809,드라마,12세이상관람가,10.0,,5.5,2023,11
우리의 하루,"(주)영화제작전원사 ,(주)콘텐츠판다",2023-10-01,47,787,드라마,12세이상관람가,6.9,,7.67,2023,10
드림쏭2,주식회사 원더스튜디오,2023-10-01,389,766,애니메이션,전체관람가,9.2,3.6,,2023,10
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022-10-01,620,750,액션,15세이상관람가,8.8,3.8,8.43,2022,10
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-01,670,747,드라마,12세이상관람가,8.15,,6.56,2022,11
아줌마,"(주)싸이더스,스튜디오 에이드",2023-11-01,30,746,드라마,12세이상관람가,,,6.33,2023,11
걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,벤타브이알,2023-11-01,1,734,기타,전체관람가,,,,2023,11
앵그리 애니,(주)팝엔터테인먼트,2023-11-01,21,630,드라마,12세이상관람가,8.17,,6.5,2023,11
가문의 영광: 리턴즈,(주)넥스트엔터테인먼트월드(NEW),2023-09-01,823,614,코미디,15세이상관람가,3.57,,1.5,2023,9
마크로스 플러스 -무비 에디션-,(주)라이크콘텐츠,2023-11-01,43,611,애니메이션,15세이상관람가,9.14,,6.0,2023,11
괴담만찬,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",2023-10-01,162,585,공포(호러),15세이상관람가,8.63,,4.5,2023,10
엑소시스트: 믿는 자,유니버설픽쳐스인터내셔널 코리아(유),2023-10-01,630,516,공포(호러),15세이상관람가,5.81,2.6,4.0,2023,10
무경계,"(주)빅브라더스,(주)드림팩트엔터테인먼트",2023-11-01,9,501,다큐멘터리,전체관람가,9.53,,6.0,2023,11
어느 날 그녀가 우주에서,(주)이놀미디어,2023-11-01,16,487,멜로/로맨스,12세이상관람가,8.19,,4.0,2023,11
더 챔피언,(주)스튜디오디에이치엘,2023-11-01,18,465,액션,15세이상관람가,4.33,,4.0,2023,11
세일즈걸,대성필림,2023-11-01,10,456,드라마,15세이상관람가,6.67,,8.0,2023,11
몬스터 패밀리 2,메가박스중앙(주),2023-08-01,434,451,애니메이션,전체관람가,8.12,2.3,6.0,2023,8
키리에의 노래: 디렉터스 컷,이화배컴퍼니(주),2023-11-01,9,442,드라마,15세이상관람가,7.92,,6.0,2023,11
여덟 개의 산,(주)영화사 진진,2023-09-01,44,423,드라마,12세이상관람가,8.18,4.5,7.33,2023,9
80일간의 세계일주,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2023-09-01,171,423,애니메이션,전체관람가,8.0,4.5,6.5,2023,9
너는 내 아들,"주식회사 블루필름웍스,(주)버킷스튜디오",2023-06-01,117,422,드라마,12세이상관람가,9.13,4.1,,2023,6
문바운드,주식회사 블루필름웍스,2023-10-01,68,408,판타지,전체관람가,9.71,,,2023,10
더 넌 2,워너브러더스 코리아(주),2023-09-01,720,401,공포(호러),15세이상관람가,6.79,2.9,5.5,2023,9
밀수,(주)넥스트엔터테인먼트월드(NEW),2023-07-01,1932,401,액션,15세이상관람가,7.94,,6.14,2023,7
믿을 수 있는 사람,찬란,2023-10-01,62,392,드라마,12세이상관람가,8.0,,6.0,2023,10
"여름을 향한 터널, 이별의 출구",(주)미디어캐슬,2023-09-01,269,358,애니메이션,12세이상관람가,7.46,4.8,6.0,2023,9
나의 행복한 결혼,(주)디스테이션,2023-10-01,109,303,판타지,12세이상관람가,8.0,4.9,6.0,2023,10
프리 철수 리,커넥트픽쳐스(주),2023-10-01,59,291,다큐멘터리,12세이상관람가,7.88,,7.0,2023,10
사랑의 불시착: 라이브 인 서울,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)",2023-11-01,16,270,드라마,12세이상관람가,6.0,,,2023,11
물귀신,(주)라온컴퍼니플러스,2023-11-01,5,265,공포(호러),12세이상관람가,7.09,,5.0,2023,11
콘돌스 네스트,주식회사 풍경소리,2023-11-01,22,254,액션,15세이상관람가,0.0,,,2023,11
바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,와이드 릴리즈(주),2023-08-01,245,239,애니메이션,전체관람가,7.7,,,2023,8
아르고 원정대: 꼬마 영웅 패티의 대모험,(주)스튜디오디에이치엘,2023-09-01,516,233,애니메이션,전체관람가,8.53,,6.0,2023,9
당나귀 EO,"찬란,(주)하이스트레인저",2023-10-01,35,218,드라마,15세이상관람가,7.63,3.7,7.25,2023,10
킴스 비디오,오드,2023-09-01,39,201,다큐멘터리,12세이상관람가,8.2,,7.0,2023,9
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022-09-01,16,199,애니메이션,전체관람가,,,,2022,9
어파이어,M&M 인터내셔널,2023-09-01,68,189,드라마,12세이상관람가,8.02,3.8,8.43,2023,9
서울의 봄,플러스엠 엔터테인먼트,2023-11-01,2328,8901909,드라마,12세이상관람가,9.49,4.6,6.67,2023,11
노량: 죽음의 바다,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",2023-12-01,2196,3437833,사극,12세이상관람가,8.24,,6.6,2023,12
아쿠아맨과 로스트 킹덤,워너브러더스 코리아(주),2023-12-01,965,722976,액션,12세이상관람가,7.47,3.2,5.0,2023,12
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,(주)씨제이이엔엠,2023-12-01,883,568257,애니메이션,전체관람가,7.91,4.5,6.0,2023,12
3일의 휴가,(주)쇼박스,2023-12-01,863,511669,판타지,12세이상관람가,8.12,,5.33,2023,12
트롤: 밴드 투게더,유니버설픽쳐스인터내셔널 코리아(유),2023-12-01,845,336931,애니메이션,전체관람가,8.53,4.0,5.5,2023,12
괴물,(주)넥스트엔터테인먼트월드(NEW),2023-11-01,647,324525,드라마,12세이상관람가,9.03,4.6,8.0,2023,11
뽀로로 극장판 슈퍼스타 대모험,씨제이 씨지브이(CJ CGV)(주),2023-12-01,850,320627,애니메이션,전체관람가,8.56,,6.0,2023,12
싱글 인 서울,롯데컬처웍스(주)롯데엔터테인먼트,2023-11-01,917,297834,멜로/로맨스,12세이상관람가,7.41,,6.5,2023,11
나폴레옹,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-12-01,822,224750,전쟁,15세이상관람가,6.91,2.2,6.0,2023,12
프레디의 피자가게,유니버설픽쳐스인터내셔널 코리아(유),2023-11-01,1041,125105,공포(호러),12세이상관람가,6.77,4.4,4.75,2023,11
말하고 싶은 비밀,"(주)바이포엠스튜디오,홀리가든",2023-12-01,401,85832,멜로/로맨스,전체관람가,7.3,4.8,5.0,2023,12
쏘우 X,"(주)올스타엔터테인먼트,(주)플레이그램",2023-12-01,571,63419,공포(호러),청소년관람불가,7.94,4.1,5.5,2023,12
스노우 폭스: 썰매개가 될 거야!,(주)팝엔터테인먼트,2023-11-01,479,43701,애니메이션,전체관람가,7.08,3.4,4.5,2023,11
그대들은 어떻게 살 것인가,메가박스중앙(주),2023-10-01,1733,42649,애니메이션,전체관람가,6.98,3.8,7.9,2023,10
도티와 영원의 탑,(주)넥스트엔터테인먼트월드(NEW),2023-12-01,370,41666,애니메이션,전체관람가,9.81,,5.5,2023,12
"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",와이드 릴리즈(주),2023-12-01,215,38823,애니메이션,전체관람가,8.04,,,2023,12
크레센도,오드,2023-12-01,81,36911,다큐멘터리,전체관람가,8.7,,5.0,2023,12
류이치 사카모토: 오퍼스,"(주)엣나인필름,메가박스중앙(주)",2023-12-01,251,31197,공연,전체관람가,8.63,,7.0,2023,12
극장판 우당탕탕 은하안전단: 진정한 용기!,(주)넥스트엔터테인먼트월드(NEW),2023-11-01,261,27205,애니메이션,전체관람가,8.44,,6.0,2023,11
엔시티 네이션 : 투 더 월드 인 시네마,씨제이포디플렉스 주식회사,2023-12-01,87,25030,공연,전체관람가,8.67,,,2023,12
극장판 파워 디지몬 더 비기닝,에스엠지홀딩스 주식회사,2023-11-01,197,20775,애니메이션,12세이상관람가,5.39,2.8,7.0,2023,11
리빙: 어떤 인생,(주)티캐스트,2023-12-01,50,17766,드라마,12세이상관람가,7.8,4.4,6.5,2023,12
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023-01-01,1023,17492,애니메이션,12세이상관람가,9.25,4.5,7.67,2023,1
사랑은 낙엽을 타고,찬란,2023-12-01,40,15956,멜로/로맨스,12세이상관람가,7.9,3.9,8.11,2023,12
이빨요정 비올레타: 요정나라로 돌아갈래!,TCO(주)더콘텐츠온,2023-11-01,298,14528,애니메이션,전체관람가,8.04,,5.5,2023,11
명탐정코난: 흑철의 어영,(주)씨제이이엔엠,2023-07-01,1030,13805,애니메이션,12세이상관람가,8.56,,6.0,2023,7
매직 프린세스: 얼음 괴물과 사라진 열쇠의 비밀,(주)박수엔터테인먼트,2023-12-01,162,12969,애니메이션,전체관람가,3.42,,,2023,12
노 엑시트,(주)이놀미디어,2023-12-01,118,9469,공포(호러),청소년관람불가,,2.4,5.0,2023,12
어른 김장하,(주)시네마달,2023-11-01,98,9065,다큐멘터리,전체관람가,9.5,,6.0,2023,11
너와 나,"주식회사 필름영,그린나래미디어(주)",2023-10-01,76,8680,드라마,12세이상관람가,8.77,,,2023,10
헝거게임: 노래하는 새와 뱀의 발라드,(주)누리픽쳐스,2023-11-01,986,7831,액션,15세이상관람가,7.72,3.4,5.67,2023,11
마에스트로 번스타인,씨제이 씨지브이(CJ CGV)(주),2023-12-01,61,7627,드라마,15세이상관람가,7.04,3.5,8.5,2023,12
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),2023-10-01,78,6401,애니메이션,전체관람가,,,,2023,10
비밀,(주)영화특별시에스엠씨,2023-12-01,126,6020,미스터리,청소년관람불가,,,4.0,2023,12
교토에서 온 편지,판씨네마(주),2023-12-01,66,5440,드라마,12세이상관람가,8.44,,6.0,2023,12
사채소년,영화사빅,2023-11-01,211,5362,액션,15세이상관람가,6.57,,5.0,2023,11
수라,"스튜디오두마,미디어나무(주),스튜디오 에이드",2023-06-01,136,4516,다큐멘터리,전체관람가,,,8.0,2023,6
홈그라운드,영화배급협동조합 씨네소파,2023-12-01,35,4257,다큐멘터리,12세이상관람가,8.14,,6.0,2023,12
블루 자이언트,판씨네마(주),2023-10-01,574,4027,애니메이션,12세이상관람가,8.7,,6.67,2023,10
더 마블스,월트디즈니컴퍼니코리아 유한책임회사,2023-11-01,1532,3838,액션,12세이상관람가,6.48,2.4,3.67,2023,11
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),2023-10-01,79,3795,애니메이션,전체관람가,,,,2023,10
언더 유어 베드,(주)트리플픽쳐스,2023-12-01,54,3742,스릴러,청소년관람불가,3.38,,3.0,2023,12
인디펜던스 나이트,(주)디스테이션,2023-12-01,59,3723,범죄,15세이상관람가,5.31,,,2023,12
힐마 아프 클린트 - 미래를 위한 그림,(주)마노엔터테인먼트,2023-12-01,24,3677,다큐멘터리,전체관람가,9.1,,6.0,2023,12
나 혼자만 레벨업 : 프리뷰,(주)애니플러스,2023-12-01,62,3618,애니메이션,청소년관람불가,,,,2023,12
신세계로부터,필름다빈,2023-12-01,20,3531,드라마,12세이상관람가,7.56,,5.67,2023,12
1947 보스톤,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",2023-09-01,1282,3523,드라마,12세이상관람가,7.83,,5.67,2023,9
백남준: 달은 가장 오래된 TV,(주)엣나인필름,2023-12-01,33,3080,다큐멘터리,12세이상관람가,7.94,,6.5,2023,12
르네상스 필름 바이 비욘세,씨제이포디플렉스 주식회사,2023-12-01,19,2911,공연,15세이상관람가,,,,2023,12
티처스 라운지,(주)스튜디오디에이치엘,2023-12-01,29,2748,드라마,12세이상관람가,7.7,3.8,7.25,2023,12
나의 피투성이 연인,"(주)디오시네마,㈜인디스토리",2023-11-01,45,2740,드라마,12세이상관람가,8.09,,6.0,2023,11
조이랜드,주식회사 슈아픽처스,2023-12-01,34,2738,드라마,15세이상관람가,8.02,4.2,7.25,2023,12
비투비 타임 : 비투게더 더 무비,(주)케이티알파,2023-11-01,32,2637,공연,전체관람가,9.6,,,2023,11
오펜하이머,유니버설픽쳐스인터내셔널 코리아(유),2023-08-01,1636,2460,스릴러,15세이상관람가,8.53,3.7,8.4,2023,8
비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,씨제이 씨지브이(CJ CGV)(주),2023-11-01,30,2227,공연,전체관람가,,,,2023,11
매트,시네마 뉴원,2023-11-01,9,2147,미스터리,12세이상관람가,10.0,,7.0,2023,11
마이 샤이니 월드,메가박스중앙(주),2023-11-01,118,2113,공연,전체관람가,9.3,,,2023,11
더 와일드: 야수들의 전쟁,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",2023-11-01,239,2040,액션,청소년관람불가,7.91,,3.0,2023,11
레슬리에게,"(주)영화사 진진,(주)하이스트레인저",2023-11-01,32,1960,드라마,15세이상관람가,7.65,4.5,7.33,2023,11
신 울트라맨,와이드 릴리즈(주),2023-12-01,53,1721,SF,전체관람가,7.27,,4.33,2023,12
수운잡방,와이드 릴리즈(주),2023-12-01,11,1655,드라마,12세이상관람가,9.32,,3.5,2023,12
엘리자벳과 나,(주)영화사 안다미로,2023-12-01,23,1642,드라마,15세이상관람가,7.13,,6.0,2023,12
마크로스 플러스 -무비 에디션-,(주)라이크콘텐츠,2023-11-01,43,1608,애니메이션,15세이상관람가,9.14,,6.0,2023,11
치치핑핑의 쿵쿵따 탐험대,(주)에픽캔,2023-04-01,4,1522,공연,전체관람가,,,,2023,4
약속,엠라인디스트리뷰션(주),2023-11-01,42,1453,다큐멘터리,전체관람가,9.25,,7.4,2023,11
느티나무 아래,"미디어나무(주),스튜디오 에이드",2023-11-01,13,1413,다큐멘터리,전체관람가,10.0,,5.5,2023,11
30일,(주)마인드마크,2023-10-01,1226,1413,코미디,12세이상관람가,7.99,4.7,6.67,2023,10
엘리멘탈,월트디즈니컴퍼니코리아 유한책임회사,2023-06-01,1251,1212,애니메이션,전체관람가,8.92,,7.29,2023,6
아줌마,"(주)싸이더스,스튜디오 에이드",2023-11-01,30,1165,드라마,12세이상관람가,,,6.33,2023,11
빅슬립,찬란,2023-11-01,61,1092,드라마,15세이상관람가,7.95,,6.8,2023,11
룩앳미 터치미 키스미,시네마 뉴원,2023-12-01,7,1082,멜로/로맨스,15세이상관람가,10.0,,5.0,2023,12
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022-10-01,620,1055,액션,15세이상관람가,8.8,3.8,8.43,2022,10
괴인,(주)영화사 진진,2023-11-01,79,1027,드라마,15세이상관람가,7.79,,8.5,2023,11
스즈메의 문단속,(주)쇼박스,2023-03-01,1486,988,애니메이션,12세이상관람가,8.45,4.6,7.6,2023,3
달짝지근해: 7510,(주)마인드마크,2023-08-01,884,976,코미디,12세이상관람가,7.67,,6.5,2023,8
사형에 이르는 병,"(주)태양미디어그룹,와이드 릴리즈(주)",2023-11-01,28,916,미스터리,청소년관람불가,8.71,,5.67,2023,11
마브카 : 숲의 노래,(주)팝엔터테인먼트,2023-10-01,489,784,애니메이션,전체관람가,7.8,4.1,6.0,2023,10
물비늘,㈜인디스토리,2023-12-01,18,776,드라마,12세이상관람가,8.29,,6.0,2023,12
무빙 포 워드,씨제이 씨지브이(CJ CGV)(주),2023-12-01,5,760,코미디,12세이상관람가,,,,2023,12
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-01,670,742,드라마,12세이상관람가,8.15,,6.56,2022,11
세계를 뒤흔든 43일,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023-11-01,35,732,다큐멘터리,전체관람가,7.54,,,2023,11
2만 종의 벌,주식회사 왓챠,2023-12-01,19,701,드라마,12세이상관람가,6.7,3.4,7.0,2023,12
소년들,(주)씨제이이엔엠,2023-11-01,1042,690,드라마,15세이상관람가,7.46,,6.0,2023,11
사랑의 불시착: 라이브 인 서울,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)",2023-11-01,16,681,드라마,12세이상관람가,6.0,,,2023,11
퍼피 구조대: 더 마이티 무비,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-01,566,679,애니메이션,전체관람가,8.35,4.3,,2023,10
톡 투 미,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",2023-11-01,604,641,공포(호러),15세이상관람가,8.2,3.6,6.67,2023,11
두 사람을 위한 식탁,필름다빈,2023-10-01,37,597,다큐멘터리,12세이상관람가,8.56,,6.33,2023,10
뉴 노멀,(주)바이포엠스튜디오,2023-11-01,546,589,스릴러,15세이상관람가,7.96,,4.5,2023,11
르네에게,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023-12-01,13,543,드라마,12세이상관람가,7.8,,6.0,2023,12
제시는 그때 스무살이었다,시네마 뉴원,2023-12-01,2,539,드라마,청소년관람불가,4.75,,,2023,12
어파이어,M&M 인터내셔널,2023-09-01,68,533,드라마,12세이상관람가,8.02,3.8,8.43,2023,9
